web-scraper-order,web-scraper-start-url,news,news-href,title,date,content
"1617716949-13","https://indianexpress.com/page/124/?s=Triple+talaq","Bangla order on talaq spurs demand to codify personal law","https://indianexpress.com/article/news-archive/bangla-order-on-talaq-spurs-demand-to-codify-personal-law/","Bangla order on talaq spurs demand to codify personal law","February 4, 2001","NEW DELHI, FEB 3: A judgement of the Bangladeshi High Court declaring triple talaq as invalid has raised demands among Muslims here for codification of the Muslim personal law in the country.
The law is yet to be codified in India and Bangladesh. Syed Shahabuddin, a member of the Muslim Personal Law Board executive, says that the differences over various issues underline the need to codify the personal law.
Shahabuddin said that the initiative has to come from the Muslim community. He adds that he has been writing on the need to codify personal law. “But my voice is a voice in the wilderness,” he says.https://images.indianexpress.com/2020/08/1x1.png
Minister of State for Human Resource Development Shahnawaz Hussain also supports the demand but passes the buck onto Shahabuddin, saying that the initiative has to come from the Muslim Personal Law Board.
Last month, a division bench of the Dhaka High Court had annulled a fatwa given by a moulvi and ordered his arrest. Moulvi Azizul Islam had given a fatwa that the marriage of a woman Shahida with her husband Saifulla was dissolved after the latter gave triple talaq in one sitting. He had then compelled Shahida to marry her husband’s paternal cousin.
The judgement declared both the fatwa and the triple talaq in one sitting as invalid creating ripples in socio-religious circles there. For, triple talaq in a single sitting had been upheld in judgments in India and Bangladesh based on the available interpretations of the Muslim Personal Law.
Justices Rabbani and Sultana of the division bench of the Dhaka High Court said in their judgment that they had arrived at the decision on the basis of their own interpretation of the personal law as they found it in Quran.
Supreme Court advocate Anees Ahmed said decisions on talaq and fatwa have been based on earlier judgments made by British privy councils in pre-independent India which are, in turn, based on interpretations of personal law made by British commentators.
Ahmad says that according to the Quran, talaq can be given only in three sittings with an interval of one month between two sittings. This has not been the case in India where triple talaq, said even in the state of intoxication, is recognised as valid.
“The Bangla judges were able to arrive at such a judgment because they chose to look at the personal law not through the commentaries on it but at its very source, viz., the Quran, from where it is derived. This is something we want in India. We need to codify the personal law for we still read it through the eyes of British interpretations,” says Ahmed who is also a member of NGO Muslim Women’s Forum.
Shahabuddin points out that the absence of a codified perrsonal law is glaring. “The core law on the personal law, the Shariat Application Act of 1937, says that the Muslim personal law will apply on Muslims. But till date, no one has spelt out what the Muslim personal law is,” he said.
“A hundred people say a hunderd different things about what the personal law is. Unless it is codified, this ambiguity will continue,” says Ahmed."
"1617720740-513","https://indianexpress.com/page/90/?s=Triple+talaq","Do not politicise triple talaq issue: PM Modi urges Muslim community","https://indianexpress.com/article/india/dont-politicise-triple-talaq-issue-pm-narendra-modi-urges-muslim-community-4632885/","Do not politicise triple talaq issue: PM Modi urges Muslim community","Updated: April 29, 2017  7:07:20 pm","<img loading=""lazy"" class=""wp-image-4625402 size-full"" src=""https://images.indianexpress.com/2017/04/modi-75923.jpg"" alt=""Modi, narendra modi, modi on triple talaq, modi muslim triple talaq, modi triple talaq, modi triple talaq law, pm modi triple talaq, india news, indian express news"" srcset=""https://images.indianexpress.com/2017/04/modi-75923.jpg 759w, https://images.indianexpress.com/2017/04/modi-75923.jpg?resize=450,250 450w, https://images.indianexpress.com/2017/04/modi-75923.jpg?resize=600,334 600w, https://images.indianexpress.com/2017/04/modi-75923.jpg?resize=728,405 728w, https://images.indianexpress.com/2017/04/modi-75923.jpg?resize=150,83 150w"" sizes=""(max-width: 759px) 100vw, 759px"" /> Prime Minister Narendra Modi said eminent Muslim leaders can come forward and find a way forward in the matter. (Source: PTI Photo/File)
Prime Minister Narendra Modi on Saturday said that the Muslim community must not politicise the issue of triple talaq and rather look for solutions. Speaking at the Basava Convention in New Delhi, Prime Minister Modi said: “Main Muslim samaaj se aagrah karunga ki triple talaq ke mudde ko rajneeti ke daayre mein mat aane dijiye. Aap log aake aakar iska samaadhan kijiye (I request Muslim society not to politicise the triple talaq issue. Rather, come forward and solve the matter).”
Prime Minister Modi called upon the reformers of the community to fight against the suffering of Muslim daughters in the country and hoped on finding a solution on the issue. “Muslim samaaj se prabudh log aage aayenge, Muslim betiyon ke saath jo guzar rahi hai uske khilaf woh khud ladai ladenge aur kabhi na kabhi raasta nikalenge (Muslim reformers will come forward some day and fight against the suffering of Muslim daughters to find a way forward),” he was quoted as saying by ANI.
Modi said he hoped that “powerful people” would emerge from society and help “eradicate outdated practices and evolve modern systems”.https://images.indianexpress.com/2020/08/1x1.png
He called upon Indian Muslims to lead not just those from the community in the country, but to show the “path of modernity” to Muslims worldwide. “That is the kind of power and energy this land gives to all of us,” he said to thunderous applause. The prime minister spoke about women’s empowerment, equality and good governance, as preached and practised by Basaveswara.

PM Modi had earlier spoken on the triple talaq issue in April at the BJP National Executive Meet in Bhubaneswar. Union Road and Transport Minister Nitin Gadkari had said that the Prime Minister talked about Muslim women getting justice. “He (Modi) talked about social justice. He said our Muslim sisters should also get justice. Injustice should not be done with them. Nobody should be exploited. We do not want that there is conflict within the Muslim community over this issue. What we have to do is that if there are any social evils, we have to wake up the society and make efforts to provide justice to them (Muslim women). That was the Prime Minister’s spirit,” Union Minister Nitin Gadkari said while briefing reporters.
At the event, Prime Minister Modi unveiled translated volumes of Vachana, penned by 12th-century social reformer Basavanna and other saints in 23 Indian languages. Today is Basavanna’s birth anniversary."
"1617718573-235","https://indianexpress.com/page/109/?s=Triple+talaq","Build trust before changing any personal law: Congress","https://indianexpress.com/article/india/india-news-india/build-trust-before-changing-any-personal-law-congress-triple-talaq-3101390/","Build trust before changing any personal law: Congress","October 25, 2016 4:14:00 am","On THE day Prime Minister Narendra Modi broke his silence over triple talaq and denounced the practice, the Congress said an “atmosphere of trust and confidence” and “consensus” needed to be built and the views of all should be taken on board before “changing the personal law of any community”. The party warned the government against taking any “hasty” step.
Watch what else is making news:

The Congress also hit out at the BJP in the context of the Prime Minister’s statement, saying its forerunner Jan Sangh and the RSS had criticised B R Ambedkar, Jawaharlal Nehru and Sardar Vallabhai Patel when the Hindu Code Bill was brought in immediately after the Independence.
“While we stand for equality and fair treatment for women, no hasty step should be taken which may lead to a feeling of alienation among any community. All progressive steps need to be taken after wide consultation with those who would be affected,” Congress spokesperson R P N Singh said.
“For changing the personal law of any community, an atmosphere of trust and confidence needs to be built and different views taken on board,” he said."
"1617718691-249","https://indianexpress.com/page/108/?s=Triple+talaq","RSS levels ‘communal terrorism’ charge on Mamta Banerjee’s cabinet ministers","https://indianexpress.com/article/india/india-news-india/rss-levels-communal-terrorism-charge-on-mamta-banerjees-cabinet-ministers-3433922/","RSS levels ‘communal terrorism’ charge on Mamta Banerjee’s cabinet ministers","Updated: October 28, 2016  1:15:00 am","<img loading=""lazy"" class=""wp-image-2531462 size-full"" src=""https://images.indianexpress.com/2015/10/mamata-banerjee_pti-m.jpg"" alt=""Mamata Banerjee, Mamata Banerjee government, West Bengal Government, West Bengal news, two ports in West Bengal, West Bengal news, Central government, latest news, India news"" srcset=""https://images.indianexpress.com/2015/10/mamata-banerjee_pti-m.jpg 759w, https://images.indianexpress.com/2015/10/mamata-banerjee_pti-m.jpg?resize=450,250 450w, https://images.indianexpress.com/2015/10/mamata-banerjee_pti-m.jpg?resize=600,334 600w, https://images.indianexpress.com/2015/10/mamata-banerjee_pti-m.jpg?resize=728,405 728w, https://images.indianexpress.com/2015/10/mamata-banerjee_pti-m.jpg?resize=150,83 150w"" sizes=""(max-width: 759px) 100vw, 759px"" /> Mamata Banerjee. (File)
RSS state secretary Jishnu Basu on Thursday said he agreed with Chief Minister Mamata Banerjee’s views on terrorism, but remarked that she needed to introspect and opt for self-reform in her own government.
Watch What Else is Making News


“Mamata Banerjee had recently tweeted that communal terrorism was one of the worst forms of terrorism. I could not agree more with her, but she needs to tell that to some of her Cabinet ministers and senior party leaders. One of her ministers calls his constituency ‘mini-Pakistan’, another has been speaking for an accused in the Khagragarh blast case and a Rajya Sabha MP had been helping fundamentalists in the state,” Basu told mediapersons.https://images.indianexpress.com/2020/08/1x1.png
He said that during the last RSS national executive committee meeting on October 22 in Hyderabad, members said there was an alarming rise of jihadi activities in Bengal, along with an increase in cases of atrocities against Hindus. “Post the meeting, a statement said Bengal has become a safe haven for Muslim fundamentalist groups. Bengal got a special mention in the meeting after this government came to power,” Basu added.
On October 25, BJP Rajya Sabha MP Roopa Ganguly, after returning from a visit to Bangladesh, had said Hindu minorities there were living a better life now. Negating that, Basu said, “I think she doesn’t have enough information about the living conditions of Hindus in Bangladesh, in totality, when she made those comments. Ground reality is different from what she thought. Hindu minorities have been subjected to attacks by fundamental religious groups.” He added he would apprise her of the situation in Bangladesh.
On triple talaq, Basu said the RSS would cooperate with individuals or organisations working for equal rights for men and women. “If some Muslim women organisation seeks help for victims of atrocities, we will help them,” he added.
The RSS claimed its branches and members have increased significantly during the TMC regime. “There has been an increase of about 275 new branches last year. At present, there are about 1,450 branches at 800 locations,” said RSS spokesperson Bidyut Mukherjee. The branches have come up in South-24 Parganas, North-24 Parganas, Midnapore and Birbhum.
On CPM and Congress hinting at an understanding between TMC and communal forces, and attributing this to increasing number of RSS branches, Basu said: “People are now seeing politics of appeasement and that is why there has been a rising number of branches and members of RSS.”"
"1617719476-344","https://indianexpress.com/page/102/?s=Triple+talaq","BJP Kerala President says party has not insulted writer Vasudevan Nair","https://indianexpress.com/article/india/bjp-kerala-president-says-party-has-not-insulted-writer-vasudevan-nair-kummanom-rajasekharan4452133/","BJP Kerala President says party has not insulted writer Vasudevan Nair","December 30, 2016 7:30:38 pm","<img loading=""lazy"" class=""wp-image-2968058 size-full"" src=""https://images.indianexpress.com/2016/08/kummanam-rajasekharan759.jpg"" alt=""bjp, bjp kerala, m t vasudevan nair, demonetisation, a n radhakrishnan, BJP's Kerala unit, bjp kerala President, Kummanom Rajasekharan, bjp insulted writer, vasudevan nair demonetisation comments, bjp kerala general secretary, A N Radhakrishnan, bhartiya janata party, kerala news, india news, indian express"" srcset=""https://images.indianexpress.com/2016/08/kummanam-rajasekharan759.jpg 759w, https://images.indianexpress.com/2016/08/kummanam-rajasekharan759.jpg?resize=450,250 450w, https://images.indianexpress.com/2016/08/kummanam-rajasekharan759.jpg?resize=600,334 600w, https://images.indianexpress.com/2016/08/kummanam-rajasekharan759.jpg?resize=728,405 728w, https://images.indianexpress.com/2016/08/kummanam-rajasekharan759.jpg?resize=150,83 150w"" sizes=""(max-width: 759px) 100vw, 759px"" /> Kerala BJP president Kummanam Rajasekharan. (File Photo)
BJP’s Kerala unit President Kummanom Rajasekharan today said his party has not insulted noted writer M T Vasudevan Nair for his comments over the impact of demonetisation, maintaining that everyone had the freedom to air one’s opinion. Reacting to the controversy triggered after party General Secretary A N Radhakrishnan questioned the motive and expertise of the Jnanpith award winning writer to speak on the issue, Rajasekharan said the writer stated his views on the matter and similarly party leaders responded with their opinion.
Watch What Else Is Making News?

“It is not an insult.It is airing of one’s opinion. Everyone has the freedom for that. Many persons have expressed opinion in favour and against on note ban,” he said.
He said no one should forget the criticism by State Finance Minister T M Thomas Isaac against actor Mohanlal when he commented in favour of note ban. “Differences of opinion is natural, it has to be seen like that only,” he said.https://images.indianexpress.com/2020/08/1x1.png
Meanwhile, Radhakrishnan said a writer is not a person beyond criticism.
“I respect and regard Vasudevan Nair as an author.But I stand by my criticism against Nair’s political views on note issue and will continue to do that.I have not insulted Vasudevan Nair personally,” he added.
The BJP in the state has come under attack for its remarks against the writer with LDF describing it as fascist.
Besides questioning the motive of Nair’s comment, Radhakrishnan had also said the writer ‘kept mum’ when CPI(M) dissident leader T P Chandrasekharan was hacked to death and when ‘triple talaq’ was a raging issue.
Nair commented on demonetisation during the release of a book authored by Isaac at a function at Tirur in Malappuram district on December 27."
"1617717110-57","https://indianexpress.com/page/121/?s=Triple+talaq","Muslim women get own Jamaat, want mosque","https://indianexpress.com/article/news-archive/muslim-women-get-own-jamaat-want-mosque/","Muslim women get own Jamaat, want mosque","September 12, 2005","It began as a regular statement against gender bias. But development organisation STEPS, now made up of some 8,000 determined Muslim women spread across Tamil Nadu’s southern districts, is rewriting history.
While a national debate raged about a common nikahnama and triple talaq, Pudukottai’s Muslim women quietly established the first all-women Jamaat in the world. Now, in the town’s orthodox backyard, a mosque will rise where these women can pray.

Of course there was bound to be opposition. When the all-women Jamaat first raised their voice in unison for a mosque for themselves last year, the local Jamaat offered a piece of land at Parambu village in Pudukottai district.
https://images.indianexpress.com/2020/08/1x1.png
The mosque was to be a ‘‘real one’’ with minarets and even a woman moulvi well-versed in the Koran and the Islamic tenets. But after fierce protests from Pudukottai’s conservative Muslims, the local Jamaat hastily withdrew its offer.

Now the members of STEPS are secretive about their plans for the mosque. ‘‘We are determined that a mosque will come up soon. But, we don’t want to say anything more about it,’’ said founder Daud Sharifa Khanam.

The movement demanding rights for Muslim women began rather diffidently about 15 years ago. In Manapparai, in the neighbouring Tiruchirapalli district, Sharifa was the tenth child in a Muslim family. As a young girl, with a rebellious streak and wild imagination—‘‘I would even dream about wearing a necklace of burning coals around my neck’’—Sharifa opposed tradition and refused to wear the burkha. She questioned the inequities of the Shariat laws and dreamt of a world where women and men lived ‘‘the way they should’’.



 

How they got justice               
               for themselves








 

 • All-women Jamaat gives Muslim women               a forum for resolving disputes without bias 
               • More than 15 petitions relating to               nikah disputes are received by the Jamaat 
               • The women now want their own mosque               though conservatives are opposing it 

 








‘‘I never thought I could make it a reality,’’ Sharifa (40) said, relaxing in the STEPS office, housed in a small bungalow, which she began in 1991. The place is ‘‘a platform for protest and relief’’ for battered Muslim women and victims of the ‘triple talaq’ and dowry harassment. In fact, each of STEPS’ bricks, now covered with a shabby coat of paint, has a story to tell. Defying the diktats of their society and the powerful and influential maulvis, the STEPS women have taken the bold step of stepping out of their homes  and  fighting for their rights.

Initially, it was just a trickle. ‘‘The men would abuse me and intimidate the women from approaching me for help,’’ said Sharifa, a post-graduate in history and office management from Aligarh University. But now, more than 15 petitions relating to mostly to nikah disputes flow in every day, amazingly many directed to STEPS by the other Jamaats. The cases are tossed over to the 35-member Tamil Nadu Muslim Women’s Jamaat Committee for solutions. In the last one year, the committee has solved 55 cases.



Every time a petitioner knocks on the STEPS doors, the case is perused by the committee members and taken up for discussion at the monthly sittings. At these sittings, which take place in a different district, both the men and women involved take part in the debate, mediations or negotiations.

‘‘This is so unlike what happens in the other chauvinistic all-male, one-sided Jamaats. The women can never present their side. Decisions are taken based on the man’s version alone and talaq is pronounced without hearing what the woman has to say in her defence,’’ pointed out Sharifa.

For instance, Sajjida Banu (23) of Pudukottai was not only tortured by her in-laws for more dowry but also abandoned by her husband. The local Jamaat refused to sympathise. ‘‘Sajjida finally came to us. We got her husband jailed and we are also trying for a decent settlement for her,’’ said Sharifa. Sajjida is now an active Jamaat member.

Initially, before the all-woman Jamaat put on its battlegear, it went around pleading with the all-male Jamaats to be reasonable and fair while settling disputes. Soon, it decided to take matters in to its own hands. The Jamaat Committee aimed to ensure human rights, social empowerment and improved standards of living for Muslim women. If the men or their relatives refused to heed to its decisions, it threatened to take the cases before the police.In the case of one Fowsia Banu (21), the Jamaat got her out of a marriage to a deaf, dumb and allegedly impotent man.

But the Jamat’s success has been in drawing complaints from men as well as women. In fact, Labbaikudikadu village in Perambalur district was so swayed by the all-woman Jamaat’s reasonableness in handling issues that village leaders agreed to conduct marriages without accepting dowry. ‘‘The women were so harassed they only needed a spark. That is all that I provided—and a space. The suggestion for an all-woman Jamaat came from them,’’ said Sharifa."
"1617718004-154","https://indianexpress.com/page/114/?s=Triple+talaq","‘Secular’ India can’t let women suffer under a derogatory system: Centre on triple talaq","https://indianexpress.com/article/india/india-news-india/secular-india-cant-let-women-suffer-under-a-derogatory-system-centre-on-triple-talaq-3072157/","‘Secular’ India can’t let women suffer under a derogatory system: Centre on triple talaq","Updated: October 13, 2016  5:32:29 pm","<img loading=""lazy"" class=""wp-image-2890740 size-full"" src=""https://images.indianexpress.com/2016/07/india-islamic-divorce-759.jpg"" alt=""triple talaq, centre view triple talaq, Ravi Shankar Prasad, idia divorce law, secular india, news, India news, national news, latest news"" srcset=""https://images.indianexpress.com/2016/07/india-islamic-divorce-759.jpg 759w, https://images.indianexpress.com/2016/07/india-islamic-divorce-759.jpg?resize=450,250 450w, https://images.indianexpress.com/2016/07/india-islamic-divorce-759.jpg?resize=600,334 600w, https://images.indianexpress.com/2016/07/india-islamic-divorce-759.jpg?resize=728,405 728w, https://images.indianexpress.com/2016/07/india-islamic-divorce-759.jpg?resize=150,83 150w"" sizes=""(max-width: 759px) 100vw, 759px"" /> The Muslim law board had earlier claimed that triple talaq is a ‘personal law’ and, hence, cannot be modified by the Centre. (source: AP)
Defending the Centre’s opposition on the triple talaq system, Union Electronic and IT Minister Ravi Shankar Prasad on Saturday asserted that in a secular nation like India, women cannot be allowed to suffer under such an arbitrary and derogatory system. Listing out the Centre’s three-fold stand which was given in response to the Supreme Court over certain petitions filed by Muslim women, Prasad told ANI that firstly, the issue concerns only and only about the dignity, non-discrimination of women, respect to them and gender justice and India being a secular country governed by a constitution, the abiding values of its constitution about gender justice, dignity of women needs to be respected.
WATCH VIDEO: Muslim Law Board Rejects Law Panel Questionnaire: Find Out Why

 
“The second is, India is a secular country. Secularism is a basic structure of the Constitution. Can we, where we have got a secular India, allow the women to suffer a kind of a system which is derogatory and arbitrary?” he said. Illuminating the third point, the Union Minister mentioned that in more than a dozen Islamic countries ranging from Bangladesh to Syria and even Pakistan, matrimonial laws have been regulated by law including triple talaq.https://images.indianexpress.com/2020/08/1x1.png
“If in acknowledged Islamic countries, change of matrimonial laws is not found to be violating Sharia, how can such a plea be raised in a secular country like India?,” he said. On Friday, the Centre filed an affidavit in the Supreme Court on Triple Talaq and polygamy validity. According to the affidavit, the Centre said that there is no reason women in India should be denied their constitutional rights.
“Validity of Triple Talaq and polygamy have to be seen in light of gender justice, equality and dignity of women,” stated the Centre in its affidavit. The Government also said that polygamy and triple talaq do not adhere to constitutional values and, therefore, cannot be accepted. The Muslim law board had earlier claimed that triple talaq is a ‘personal law’ and, hence, cannot be modified by the Centre."
"1617718131-166","https://indianexpress.com/page/114/?s=Triple+talaq","Religion can’t dictate upon rights of individuals: Arun Jaitley","https://indianexpress.com/article/india/india-news-india/religion-cant-dictate-upon-rights-of-individuals-arun-jaitley-3081628/","Religion can’t dictate upon rights of individuals: Arun Jaitley","Updated: October 14, 2016  3:24:27 pm","<img loading=""lazy"" class=""wp-image-3059743 size-full"" src=""https://images.indianexpress.com/2016/10/jaitley-759.jpg"" alt=""arun jaitley, jaitley, religion jaitley, india intolerance, congress, uniform civil code, jaitley uniform civil code, ucc, india ucc, indian express, india news, uniform civil code news"" srcset=""https://images.indianexpress.com/2016/10/jaitley-759.jpg 759w, https://images.indianexpress.com/2016/10/jaitley-759.jpg?resize=450,250 450w, https://images.indianexpress.com/2016/10/jaitley-759.jpg?resize=600,334 600w, https://images.indianexpress.com/2016/10/jaitley-759.jpg?resize=728,405 728w, https://images.indianexpress.com/2016/10/jaitley-759.jpg?resize=150,83 150w"" sizes=""(max-width: 759px) 100vw, 759px"" /> Union Minister Arun Jaitley on Thursday asserted that religion cannot dictate upon the rights of an individual and attacked Congress over its stand on the Uniform Civil Code. (Source: PTI)
Union Minister Arun Jaitley on Thursday asserted that religion cannot dictate upon the rights of an individual and attacked Congress over its stand on the Uniform Civil Code, saying it was the Constituent Assembly controlled by the party that had envisaged a common civil law for all Indians.
WATCH VIDEO: Muslim Law Board vs Government: Where The Battle Stands
 

“The Constitution today guarantees each individual right to equality, right to live with dignity. Therefore as far as personal laws are concerned I am one of those who believe that set of rights that personal law has… will have to be regulated by the Constitution.https://images.indianexpress.com/2020/08/1x1.png
“Personal law cannot practise, propagate discrimination; cannot allow a compromise with human dignity. Personal law and practises can certainly deal with religion, can dictate upon rituals. The religion cannot dictate upon rights of individuals,” the Finance Minister said.
The government’s affidavit on triple talaq is a secular approach, an approach that cuts upon religion, he said.
WATCH VIDEO: Here’s What Finance Minister Arun Jaitley Said About India’s Domestic Reforms
 

He rejected the criticism of the government by various Muslim bodies, saying personal laws have been amended by the various governments and cited the amendment brought in by the first NDA government in divorce laws governing Christians. The Church fully supported it, he said.
The Manmohan Singh government had also brought changes in Hindu Succession Act to bring the woman at par with the man in inheritance, Jaitley told Times Now.
Taking a dig at Congress, he said he was “amazed” at its stand as he recalled that the likes of Jawaharlal Nehru and Sardar Patel, who belonged to the party, had envisaged an Uniform Civil Code.
WATCH VIDEO: Union Minister Venkaiah Naidu’s Response To Muslim Law Board On Uniform Civil Code
 

He added that the Law Commission, which has sought views of various stake holders on the UCC, is carrying out an academic exercise following a judicial order and it was not the government’s decision."
"1617716956-15","https://indianexpress.com/page/124/?s=Triple+talaq","‘Muslims won’t leave Gujarat but won’t live as second-class citizens’","https://indianexpress.com/article/news-archive/muslims-wont-leave-gujarat-but-wont-live-as-second-class-citizens/","‘Muslims won’t leave Gujarat but won’t live as second-class citizens’","December 18, 2002","The BJP victory in a Gujarat is a sad day for not just Muslims but for the whole country. The party rode to power on the strength of Muslim blood and tears.
It is shocking that most Gujarati Hindus have agreed with the Modi-Togadia line of hatred for Muslims. The entire BJP campaign was based on rejecting Muslims as terrorists and Pakistanis.

Five million Gujarati Muslims have practically been marginalised. Ours is a poor community with a high rate of illiteracy. But adversity will make us stronger in the days to come. Muslims are not going to leave Gujarat. Nor will we live as second class-citizens on the charity of the Sangh Parivar.
https://images.indianexpress.com/2020/08/1x1.png
Just as Hindus remember Somnath and Mohammed of Ghazni, Muslims will always remember Gujarat and Modi. We will never forget this pogrom and we will never allow another pogrom.

Muslims will have to change their very way of life to adjust to the emerging crisis. No words are too strong to condemn the fatwa issued on the eve of the elections. Ulema have no business to dabble in politics. They must go back to their mosques and only preach the Koran and the Shariat.

Socio-economic transformation is a must if the community is to avoid becoming the new untouchables of India. Each and every Muslim boy and girl must get the best and highest education possible. Our future lies as a business community. The ideal example is that of the Jews in America.

We must know that this means women have to be treated with maximum respect and dignity. Triple talaq must be treated as un-Islamic. The whole foundation of Muslim society should rest on our women, who must model themselves on the lines of Hazrat Khadija and Hazrat Fatima.

While Muslims will always treat BJP as poison, we must be equally wary of all political parties that are aligned with it. For, by their silence, they made it possible for the Gujarat experiment to take place.

Our current worry is a communal polarisation being deliberately provoked in other states like Maharashtra, Madhya Pradesh and Rajasthan. The only remedy lies in eternal vigilance.

The Congress’s stance on secularism is quite weak. They appear embarrassed to mention the name of Gandhi and Nehru. Soft Hindutva is not the answer to hard Hindutva, but I must mention that Sonia Gandhi has her heart in the right place on the secular issue. A greater assertiveness by her will help  the country.

I strongly disfavour the Mulayam Singh Yadav brand of secularism. It has become identified with the five-star culture of Amar Singh. This is making a mockery of a very grave national issue.

Islam teaches that Allah is Rab-ul-Aalmin, he is the creator of everyone and everything.

In that sense, all Hindus are our brothers and we must never hate them. Muslims will always be indebted to the memory of Mahatma Gandhi, who sacrificed his life so that we could live in India as equal citizens with respect and dignity.

We appeal to all people of goodwill and conscience in India and abroad to recognise that the Sangh Parivar is no different from the Taliban of Afghanistan. Please stand with us in this fight between Good and Evil.

Professor J.K. Bandukwala teaches Nuclear Physics at M.S. University. During the Gujarat riots, he was saved from a mob by his Hindu neighbours. But the next day, a bigger mob torched his house and car. Bandukwala then fled to Mumbai, spent time abroad and returned to Vadodara after a few months."
"1617720596-484","https://indianexpress.com/page/92/?s=Triple+talaq","Consult Muslims, stakeholders: Congress","https://indianexpress.com/article/india/consult-muslims-stakeholders-congress-4617284/","Consult Muslims, stakeholders: Congress","April 18, 2017 2:52:35 am","<img loading=""lazy"" class=""size-full wp-image-4562845"" src=""https://images.indianexpress.com/2017/03/surjewala-759.jpg"" alt=""unjab polls results, SYL issue, INLD on SYL issue, Sutlej-Yamuna Link, Punjab election results, INLD leader Abhay Singh Chautala, Randeep Singh Surjewala, INLD attacks Randip Surjewala, indian express news"" srcset=""https://images.indianexpress.com/2017/03/surjewala-759.jpg 759w, https://images.indianexpress.com/2017/03/surjewala-759.jpg?resize=450,250 450w, https://images.indianexpress.com/2017/03/surjewala-759.jpg?resize=600,334 600w, https://images.indianexpress.com/2017/03/surjewala-759.jpg?resize=728,405 728w, https://images.indianexpress.com/2017/03/surjewala-759.jpg?resize=150,83 150w"" sizes=""(max-width: 759px) 100vw, 759px"" /> Randeep Surjewala (Express)
Amid a raging debate over triple talaq and a day after Prime Minister Narendra Modi spoke about addressing the concerns of Muslim women, the Congress said on Monday that if any religious practice is “contrary to modern times”, the effort should be to end it, with the consent of the community and by taking all the stakeholders into confidence. While the party said it supports gender justice and women’s rights, it did not speak out against the practice of triple talaq. It only said that an atmosphere of trust and confidence needs to be built for changing the personal law of any community.
“Congress stands for gender justice. We stand strongly and fully for Muslim women also… The Supreme Court is actively seized with the matter. The matter is sub-judice. Everybody, opponents or proponents, have displayed clear unequivocal intent to abide by the SC verdict. There is no reason to muddy the waters before that verdict. There is no reason to preempt it, influence it, overpower it, sensationalise it before the verdict,” said party spokesperson Abhishek Singhvi.
Stating that the party has been at the forefront of reforms, he referred to the Hindu code Bill enacted by the Jawaharlal Nehru government in the 1950s and right to inheritance law enacted by the UPA government. He said several Muslim bodies have said the manner and practice of the “offending part of triple talaq” is contrary to Sharia and Quran.https://images.indianexpress.com/2020/08/1x1.png
“What more I can say, what more I should say. They have shut their ears because they want to play politics with it,” Singhvi said, reacting to Uttar Pradesh Chief Minister Yogi Adityanath’s remarks that those maintaining silence on the “burning issue” of triple talaq are as “guilty” as those practising it.
Congress communication department head Randeep Surjewala said the BJP is using the issue to divide society. “Whatever be the personal religious practices of any religion, there is a need to sit together to try and imbibe them in the modern times. An atmosphere should be created first. If any religious practice is contrary to modern times, then effort should be made to eliminate it with their (the community’s) consent. All stakeholders must be taken into confidence,” he said."
